,SMILES,logS,y2,y3
sample_609,Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,-3.51,-2.0278056435493057,-20.485113709062677
sample_610,c1ccc(Nc2ccccc2)cc1,-3.51,1.515251845495195,-25.862422146148308
sample_611,C1CCCCCC1,-3.52,-26.87255303291611,7.4706211825849955
sample_612,CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1,-3.52,0.13449334160484555,-15.187714723970606
sample_613,Cc1cccc(Br)c1,-3.52,4.9441090000851995,-12.366385772734725
sample_614,Cc1ccccc1Cl,-3.52,11.191682308289618,-6.400341692578657
sample_615,O=[N+]([O-])c1cccc2ccccc12,-3.54,17.19504797849399,-31.492625131086946
sample_616,CCC(C)(C)C,-3.55,-12.08330412348302,20.31627526960882
sample_617,CCN(CC)C(=O)C(C)Oc1cccc2ccccc12,-3.57,9.338000629893044,-17.31906716513061
sample_618,CC(=O)N(c1onc(C)c1C)S(=O)(=O)c1ccc(N)cc1,-3.59,-6.025272934041261,-11.479147272531156
sample_619,NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NC(Cc1ccccc1)NS2(=O)=O,-3.59,-9.871188451197606,-36.4569529866774
sample_620,Clc1ccc(Cl)c(Cl)c1,-3.59,-3.632303791048639,-20.12484831217905
sample_621,O=C(Nc1ccccc1)c1ccccc1O,-3.59,16.658827510104405,-29.088100340993616
sample_622,c1ccc2ccccc2c1,-3.6,-4.268403777716493,-32.41384282881112
sample_623,O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O,-3.6,-7.542191912980797,-42.287297110251444
sample_624,N#Cc1cc(I)c(O)c(I)c1,-3.61,-3.223166202062117,1.2840456062398924
sample_625,CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1cncn1,-3.61,6.921730486838632,-6.505367213837388
sample_626,CCCCCCCCCCO,-3.63,-10.091926478864805,24.477743341687745
sample_627,Clc1ccc(Br)cc1,-3.63,-1.596292589812706,-20.038936220316405
sample_628,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,-3.64,-23.703297747848286,24.03220848464351
sample_629,CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C,-3.64,-43.91586427700049,58.956750022873074
sample_630,CNCCCN1c2ccccc2CCc2ccccc21,-3.66,-19.747970660007482,-18.60721519113055
sample_631,C#CCCCCCC,-3.66,6.016203475515745,28.121989031807068
sample_632,ClC(Cl)(Cl)C(Cl)(Cl)Cl,-3.67,-18.879337312001557,0.9636055945006231
sample_633,O=C(O)CCCOc1ccc(Cl)cc1Cl,-3.67,5.57406762692147,-1.1932282032769765
sample_634,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(CC(O)C(O)C(O)CO)c2cc1C,-3.68,-10.298083471792735,27.324844464950534
sample_635,Cc1ccc(S(=O)(=O)NC(=O)NN2CCCCCC2)cc1,-3.68,-21.96381439542476,-16.69701430085596
sample_636,CC12C=CC(=O)C=C1CCC1C3CC(O)C(O)(C(=O)CO)C3(C)CC(O)C12F,-3.69,-22.243384901652618,29.083704083645596
sample_637,CC12CCC3C(CCC4=CC(=O)CCC43C)C1CCC2=O,-3.69,-33.526108292133024,3.214062044226578
sample_638,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,-3.7,16.112145493841773,-34.348652341107105
sample_639,Nc1ccc(S(=O)(=O)Nc2cnccn2)cc1,-3.7,-0.7276522471391379,-18.930334890437873
sample_640,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2cccs2)CC1,-3.71,-24.16080055480191,-18.010187904615677
sample_641,CCCCC1C(=O)N(c2ccccc2)N(c2ccc(O)cc2)C1=O,-3.73,2.4569867213779135,-24.024264260433537
sample_642,CCCC(C)C,-3.74,-1.3886331578657698,24.469933319875405
sample_643,CCc1ccc(CC)cc1,-3.75,-9.541708085087228,-3.5266129036202964
sample_644,O=NN(c1ccccc1)c1ccccc1,-3.75,2.9285372552735875,-34.279786265437245
sample_645,COC(=O)C(Cl)Cc1ccc(Cl)cc1,-3.77,7.734228376647369,-7.784026050555073
sample_646,Cc1ccc2ccccc2c1,-3.77,8.517129184043243,-29.4508872391184
sample_647,Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2NC1C,-3.78,3.4245618167340552,-26.1717698162112
sample_648,Cc1cccc(C)c1NC(=O)c1cc(S(N)(=O)=O)c(Cl)cc1O,-3.79,5.150773758972304,-17.818353190393417
sample_649,CN1C(=O)CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc21,-3.8,0.4870136727925612,-42.25754270803937
sample_650,CCOc1ccc2nc(S(N)(=O)=O)sc2c1,-3.81,7.20618344703077,-3.1158460620965895
sample_651,CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,-3.81,-6.933750861976696,-40.75638247439897
sample_652,CCCCCCBr,-3.81,-8.322240601819932,9.260889341767042
sample_653,CC(CCC(=O)O)C1CCC2C3CC(O)C4CC(O)CCC4(C)C3CCC12C,-3.82,-43.891931737908656,59.57709216241491
sample_654,CCCCOc1ccc(C(=O)OCCN(CC)CC)cc1,-3.84,-11.375500631307903,17.57328859880068
sample_655,CCC(C)c1ccccc1,-3.89,2.5067650783492628,-4.842443503118589
sample_656,Clc1cccc2ccccc12,-3.93,11.643604794736392,-39.45432869022205
sample_657,CCCCCCOC(=O)c1ccc(N)cc1,-3.95,2.0833006233546714,0.23751331957759342
sample_658,Oc1ccc(Cl)cc1Cc1cc(Cl)ccc1O,-3.95,-9.202644742552222,-13.526621081092221
sample_659,C1=Cc2cccc3cccc1c23,-3.96,-4.918998983792973,-30.16019741727097
sample_660,CC12CCC3c4ccc(O)cc4CCC3C1CCC2=O,-3.96,-13.938960993546397,3.52615016327224
sample_661,Cc1ccnc2c1ccc1c(C)ccnc12,-3.97,-8.737300846904652,-19.501495450678036
sample_662,N#Cc1ccc2c(c1)N(CCCN1CCC(O)CC1)c1ccccc1S2,-3.98,-31.551223318458753,-28.740971190529287
sample_663,CC(C)Cc1ccc(C(C)C(=O)O)cc1,-3.99,10.96098248220173,3.8163782705626565
sample_664,CCNc1nc(NC(C)(C)C)nc(SC)n1,-4.0,-18.77928399181835,21.583615153174662
sample_665,C=C(C)C1CC=C(C)CC1,-4.0,0.7914373651307972,29.247010662532688
sample_666,COc1c(O)c(Cl)c(Cl)c(Cl)c1Cl,-4.02,7.218539067344003,-12.397095991533202
sample_667,CNc1cnn(-c2cccc(C(F)(F)F)c2)c(=O)c1Cl,-4.04,9.64233901775035,-30.644402773837438
sample_668,CCNc1nc(Cl)nc(N(CC)CC)n1,-4.06,-7.782258939544432,18.12820868079755
sample_669,CC(C)N(C(=O)SCC(Cl)=CCl)C(C)C,-4.08,-1.6056660101648654,8.190784778059689
sample_670,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2,-4.08,-6.966937352491009,-34.61499858983682
sample_671,CCCCCCCCCC(=O)OCC,-4.1,-1.9008903375401829,19.651276244970845
sample_672,CC(=O)C1(O)CCC2C3CC(C)C4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,-4.1,-18.923357274232863,20.429384435239296
sample_673,CC1CCCCC1NC(=O)Nc1ccccc1,-4.11,-6.968360224755898,-17.24299075050809
sample_674,CC(C)(C)C(=O)C1C(=O)c2ccccc2C1=O,-4.11,1.543752776379408,-30.839885076283082
sample_675,CC(C)Cc1ccccc1,-4.12,0.3796557467800902,-5.357186066097761
sample_676,CC12CCC3C(CC=C4CC(O)CCC43C)C1CCC2=O,-4.12,-34.646958374432884,15.297316084483484
sample_677,Cc1ccc(C)c2ccccc12,-4.14,-3.809375827447018,-18.22479044433658
sample_678,Clc1ccc2ccccc2c1,-4.14,11.948175586164243,-33.78078293822775
sample_679,CCC(C)(C)c1ccccc1,-4.15,-3.6096959421914074,-8.284746149697988
sample_680,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,-4.15,-42.86439924229791,-34.22074934361351
sample_681,COc1ccc(Oc2ccc(NC(=O)N(C)C)cc2)cc1,-4.16,-0.46644754097887997,-9.97693849253354
sample_682,COc1ccc2cc(C(C)C(=O)O)ccc2c1,-4.16,22.325122169369394,-9.35175471916366
sample_683,CCCCc1c(C)nc(NCC)nc1OS(=O)(=O)N(C)C,-4.16,-19.306921949622456,12.151896037389182
sample_684,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,-4.16,-44.363580203526645,-33.15365637183835
sample_685,CC12CCC3C(CCC4CC(O)CCC43C)C1CCC2=O,-4.16,-31.29238624719582,24.065520963993777
sample_686,CCc1cccc2ccccc12,-4.17,8.636469145121966,-27.384935861913398
sample_687,c1ccc(Cc2ccccc2)cc1,-4.17,-11.47713011056118,-39.635508828588705
sample_688,COC(=O)C1(O)c2ccccc2-c2ccc(Cl)cc21,-4.18,8.612636577114099,-30.283569924531573
sample_689,CN(C)CCCN1c2ccccc2CCc2ccccc21,-4.19,-26.38122664748814,-18.406147152632304
sample_690,CCCCOCN(C(=O)CCl)c1c(CC)cccc1CC,-4.19,-5.007596719297884,-1.9025095044155653
sample_691,O=CNC(N1CCN(C(NC=O)C(Cl)(Cl)Cl)CC1)C(Cl)(Cl)Cl,-4.19,-55.61501393311411,-6.950906832051061
sample_692,CC(C)OP(=S)(OC(C)C)SCCNS(=O)(=O)c1ccccc1,-4.2,-24.673903125972323,16.06743725445773
sample_693,Cc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,-4.21,-10.617909376284375,-15.55663821759119
sample_694,O=C(Nc1ccccc1)c1ccccc1I,-4.21,-1.7944171971548122,-50.341852907554504
sample_695,COc1ccc2c(c1)N(CC(C)CN(C)C)c1ccccc1S2,-4.22,-20.01872475894146,-20.00970427239112
sample_696,Nc1cccc2nc3ccccc3cc12,-4.22,15.149323058255549,-37.56349815606918
sample_697,CCOP(=S)(OCC)SCCSCC,-4.23,-23.391799035471116,46.40084028512261
sample_698,CNC(=O)Oc1cc(C(C)(C)C)cc(C(C)(C)C)c1,-4.24,-7.946600393223775,-2.9787380265084686
sample_699,N#Cc1c(Cl)cccc1Cl,-4.24,4.601468159873628,-10.077232841398517
sample_700,C#CCCCCCCC,-4.24,2.3791002560592793,28.283766363918755
sample_701,CCC1CCCCC1,-4.25,-6.626567266967608,17.767683120608858
sample_702,CC(C)CC(C)C,-4.26,-11.699039691819658,26.977219241121595
sample_703,CC1CCCCC1C,-4.27,-15.481905966194603,19.45955215548016
sample_704,Cc1cc(C)c2ccccc2c1,-4.29,8.069457961062897,-21.51695454298869
sample_705,CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,-4.3,-23.303449260914466,27.481307136904185
sample_706,COc1ccc2ccc(=O)oc2c1CC=C(C)C,-4.31,14.63607979228741,-3.7973939020846874
sample_707,CCCCCCCCCCCCCCC(=O)O,-4.31,-9.763161543943744,24.47736729016017
sample_708,c1ccc(-c2ccccc2)cc1,-4.31,-7.839595127630662,-39.854097570644406
sample_709,CC1CCCCC1C,-4.33,-15.495405413343404,19.554304853047018
sample_710,Brc1cccc2ccccc12,-4.35,2.907181704314563,-43.18100545822521
sample_711,CC(CCC(=O)O)C1CCC2C3CC(O)C4CC(O)CCC4(C)C3CC(O)C12C,-4.35,-45.12492662380788,61.54095643632251
sample_712,CCC(=C(CC)c1ccc(O)cc1)c1ccc(O)cc1,-4.35,-0.6006595095230115,-2.5734689221674247
sample_713,O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1,-4.36,21.418255954489887,-33.60131393827219
sample_714,CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C,-4.37,-21.829894258741927,24.125723966188435
sample_715,O=C(Nc1cccc(Cl)c1)OCC#CCCl,-4.37,15.673462162678641,-3.187689858715794
sample_716,CC12CCC3C(CCC4CC(O)CCC43C)C1CCC2=O,-4.4,-31.28076220926722,23.97349634074223
sample_717,Brc1ccc2ccccc2c1,-4.4,0.17821710013050635,-43.67551940243303
sample_718,CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,-4.4,-38.50511057931624,-35.00377106149157
sample_719,CCCCOC(=O)c1ccccc1C(=O)OCCCC,-4.4,-1.9054638254323193,4.233779302903797
sample_720,CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,-4.43,-27.940240397449084,17.93891099294869
sample_721,CC(C)Nc1nc(Cl)nc(NC(C)C)n1,-4.43,-15.51113275708626,21.770651573599217
sample_722,Cn1cc(-c2ccccc2)c(=O)c(-c2cccc(C(F)(F)F)c2)c1,-4.44,6.6926794464905255,-57.28735367335018
sample_723,C=CCCCCCC,-4.44,5.361507473332073,26.79097056559421
sample_724,c1ccc(N=Nc2ccccc2)cc1,-4.45,-4.963146060948521,-27.263583601990085
sample_725,CC(=O)OC1CCC2(C)C(=CCC3C4CCC(=O)C4(C)CCC32)C1,-4.46,-30.7656425001953,9.6161962813221
sample_726,Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl,-4.46,-1.8931730528080675,-27.656545446638308
sample_727,CC1CCC(C)CC1,-4.47,-20.000612125417263,18.356825249013554
sample_728,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,-4.49,17.508801609244657,-33.3653214783604
sample_729,Brc1ccc(Br)c(Br)c1,-4.5,-18.994508069132696,-31.739670975179976
sample_730,ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,-4.51,-39.97510512607444,-14.102079751786343
sample_731,CCCCCCC,-4.53,-9.26276789170304,15.236966988627815
sample_732,Clc1ccccc1-c1ccccc1,-4.54,3.81203809623121,-46.1655161320515
sample_733,CCNc1nc(Cl)nc(NCC)n1,-4.55,-13.054836768635688,14.110361872516767
sample_734,Clc1ccc(Cl)c(Cl)c1Cl,-4.57,-18.372025185118808,-23.281170469176697
sample_735,C#CC1(O)CCC2C3CCC4=CC(=O)CCC4C3CCC21C,-4.57,-29.727063412925283,33.12162351601357
sample_736,CCCCCCCOC(=O)c1ccc(N)cc1,-4.6,-0.8638976576426265,0.724587103763077
sample_737,S=C=Nc1cccc2ccccc12,-4.6,10.137435232716404,-32.42445910884219
sample_738,c1ccc2c(c1)oc1ccccc12,-4.6,13.108238837910323,-34.83300327293278
sample_739,COC1=CC(=O)CC(C)C12Oc1c(Cl)c(OC)cc(OC)c1C2=O,-4.61,2.017112394630039,-7.075037435358073
sample_740,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,-4.62,0.6636349544547051,-21.649664485489602
sample_741,CCCCCCCCCCCC(=O)O,-4.62,-2.3977128092613107,19.64985444042169
sample_742,CCCCCCCCCC(=O)OC,-4.63,-0.7042777505825402,15.197300187992258
sample_743,Clc1cc(Cl)c(Cl)c(Cl)c1,-4.63,-14.945446051031897,-24.117886085683693
sample_744,c1cc2c3c(cccc3c1)CC2,-4.63,-1.7748749943843178,-21.066225386469746
sample_745,CCCCCc1ccccc1,-4.64,1.6748669534122018,-5.614051331639121
sample_746,CC(C)COC(=O)c1ccccc1C(=O)OCC(C)C,-4.66,-0.24752594666989092,8.98632166841103
sample_747,CCCCCCCCCCCCO,-4.67,-15.34712546141496,27.57181052854835
sample_748,CCCCCCCCCCCC(=O)OC,-4.69,-6.603878721160177,17.799733812017813
sample_749,CC(=O)OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,-4.7,-43.99853955236933,-41.57403977934035
sample_750,O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O,-4.7,13.824016158643825,-25.781513719366394
sample_751,CC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,-4.71,-35.07982994649817,20.74910725965192
sample_752,CCCCC(=O)OC1(C(=O)CO)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,-4.71,-25.094634451181445,18.034526671095357
sample_753,CCCC1CCCC1,-4.74,-3.4018886531872816,19.505020778360674
sample_754,CN1CCCC(CN2c3ccccc3Sc3ccccc32)C1,-4.74,-27.620352798768057,-23.68515544924054
sample_755,Cc1cccc2c(C)cccc12,-4.74,-3.9942355673327516,-18.107817473756278
sample_756,CCCCN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,-4.77,-6.1833684006174146,-19.591626320219227
sample_757,CCCCCCCI,-4.81,-15.270679182510058,8.818706905621799
sample_758,Cc1cccc(Oc2cccc(C)c2)c1,-4.85,5.917624661175097,-7.391275022332842
sample_759,CCN(CC)C(=S)SSC(=S)N(CC)CC,-4.86,-36.23120474908358,17.131319788125804
sample_760,Clc1cccc(-c2ccccc2)c1,-4.88,4.364361575255688,-42.02655770887524
sample_761,CC(=O)OC1(C(=O)CO)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,-4.9,-21.13638566890731,13.009238902309365
sample_762,c1ccc2c(c1)Cc1ccccc1-2,-4.91,-10.018108185381807,-34.413459985984645
sample_763,Nc1ccc(-c2ccc(N)c(Cl)c2)cc1Cl,-4.92,-15.186595750919059,-25.29161701288961
sample_764,Cc1ccc(C)c2c(C)cccc12,-4.92,-0.29392160329614864,-14.021109581283085
sample_765,CC(C)OC(=O)C(O)(c1ccc(Br)cc1)c1ccc(Br)cc1,-4.93,-12.515898042790825,-28.41355429499969
sample_766,CC=C(C(=CC)c1ccc(O)cc1)c1ccc(O)cc1,-4.95,-1.708438248292077,-2.7430296917794075
sample_767,CC(=O)OC1(C(C)=O)CCC2C3C=C(Cl)C4=CC(=O)C=CC4(C)C3CCC21C,-4.95,-22.654508014228142,3.6414841217063456
sample_768,c1ccc2c(c1)[nH]c1ccccc12,-4.97,2.0685208717505743,-43.33043818791725
sample_769,Clc1cc(Cl)c2nsnc2c1Cl,-4.98,-15.853686237482373,-33.45235377293362
sample_770,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,-5.01,-19.490179087866615,-32.89712874292725
sample_771,O=C1C(Cl)=C(NC(=O)C(Cl)Cl)C(=O)c2ccccc21,-5.03,7.741884730669446,-45.03258189919785
sample_772,Brc1cccc(Br)c1Br,-5.04,-22.877874342184207,-26.42081257356608
sample_773,C=CCCCCCCC,-5.05,1.6705807448045564,27.119791353907228
sample_774,CCCCCCCCBr,-5.06,-14.75644572880764,10.00339228567508
sample_775,O=C(O)CCC(=O)c1ccc(-c2ccccc2)cc1,-5.06,15.58666858757618,-39.09247903830857
sample_776,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,-5.09,-27.34747370265261,-14.611820769861723
sample_777,CCCCSP(=O)(SCCCC)SCCCC,-5.14,-42.11940469650876,17.93570209181878
sample_778,CC(CCC(=O)NCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,-5.15,-41.835866111114576,65.80542983913381
sample_779,Nc1ccc2cc3ccccc3cc2c1,-5.17,7.737016924799048,-39.46904139594889
sample_780,ClC1=C(Cl)C(Cl)(Cl)C(Cl)=C1Cl,-5.18,-20.243660166058035,-22.456536577142586
sample_781,COC(C)(C)CCCC(C)CC=CC(C)=CC(=O)OC(C)C,-5.19,-0.2706866257572291,50.79911727261718
sample_782,O=C1c2ccccc2C(=O)c2ccccc21,-5.19,-9.134899974822748,-54.371627860856634
sample_783,Clc1cccc(Cl)c1-c1ccccc1,-5.21,-4.2294923170146905,-45.163872841743064
sample_784,NC(Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O,-5.22,-28.84531566403308,-8.15602647888253
sample_785,Cc1cccc2c1Cc1ccccc1-2,-5.22,-0.8230497137656945,-28.987397738340146
sample_786,CCCCCCCC,-5.24,-12.429709674725697,16.656340232320286
sample_787,Clc1ccc(-c2ccccc2)c(Cl)c1,-5.25,-0.006811571282909233,-44.67991831064353
sample_788,CC(=O)C1(C)CCC2C3C=C(C)C4=CC(=O)CCC4(C)C3CCC21C,-5.27,-38.593041486210325,15.598600849337657
sample_789,Clc1ccccc1-c1ccccc1Cl,-5.27,-7.308708944679123,-47.135613664319855
sample_790,CC12CCC3C(=CCc4cc(O)ccc43)C1CCC2=O,-5.28,-11.104835814913539,-7.6600157518011365
sample_791,Clc1ccc(-c2ccccc2Cl)cc1,-5.28,1.3607154820240364,-43.3932236449238
sample_792,CN(C)CCCN1c2ccccc2Sc2ccc(C(F)(F)F)cc21,-5.3,-15.913601102123012,-35.21329377178782
sample_793,c1ccc2c(c1)Oc1ccccc1O2,-5.31,2.4363985359134963,-10.95479277662978
sample_794,CCCCCCCCCCCCCC(=O)O,-5.33,-7.494734496565026,22.660063620560027
sample_795,CC(=O)OC1(C(C)=O)CCC2C3C=C(C)C4=CC(=O)CCC4(C)C3CCC21C,-5.35,-29.62999162007829,13.253377751250078
sample_796,CCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,-5.37,-27.183573950545544,17.35647464707279
sample_797,CCCCCCCCOC(=O)c1ccc(N)cc1,-5.4,-3.7381882587368844,1.3751797255817495
sample_798,c1ccc2nc(-c3ccc4ccccc4n3)ccc2c1,-5.4,-7.1140203242500535,-55.55784303103637
sample_799,O=C1C2CC=CCC2C(=O)N1SC(Cl)(Cl)C(Cl)Cl,-5.4,-32.58630402325453,-16.4892224745775
sample_800,CC12CCC3C(CCC4CC5SC5CC43C)C1CCC2O,-5.41,-42.56118153674872,27.977778173336247
sample_801,Clc1c(Cl)c(Cl)c2nccnc2c1Cl,-5.43,-16.829047885589752,-33.5298186594389
sample_802,O=[N+]([O-])c1ccc(Oc2ccc(Cl)cc2Cl)cc1,-5.46,2.5677988500465068,-25.401586167556427
sample_803,CCN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)c(N)c1[N+](=O)[O-],-5.47,16.001445997256415,2.3455167791523834
sample_804,Cc1ccc(N=CN(C)C=Nc2ccc(C)cc2C)c(C)c1,-5.47,-24.455119881645285,-13.522447616948094
sample_805,CC(C)(C)CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,-5.51,-28.668326910724172,36.44075711638312
sample_806,CCCCN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],-5.53,1.0642427112044366,-1.1960535809671753
sample_807,CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,-5.54,-55.11414852631361,53.12876806836978
sample_808,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)C=Cc1ccccc1,-5.54,6.168110963603419,-22.84952830741601
sample_809,CCCCOC(=O)c1ccccc1C(=O)OCc1ccccc1,-5.64,10.637457870455199,-23.71556092970072
sample_810,ClC1=C(Cl)C2(Cl)C3CC=CC3C1(Cl)C2(Cl)Cl,-5.64,-28.751381328621342,-23.1156663853887
sample_811,Clc1cc(Cl)c(Cl)c(Cl)c1Cl,-5.65,-15.132087066874488,-28.62573787014616
sample_812,C#CC1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,-5.66,-33.112701977963106,31.32847098440656
sample_813,CCCCCCCCCCCCCCCCCC(=O)O,-5.68,-16.21051014728361,30.029908052245112
sample_814,CC(C)Oc1cc(-n2nc(C(C)(C)C)oc2=O)c(Cl)cc1Cl,-5.69,-2.6404801954911865,-8.338099001226848
sample_815,CC12CCC3C(CCC4CCCCC43C)C1CCC2=O,-6.7,-27.47587736957566,16.457686271110322
sample_816,COP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl,-5.72,-11.0308192115002,-12.044703139163557
sample_817,O=[N+]([O-])c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,-5.82,-5.203750388081241,-27.37617805736308
sample_818,c1ccc2c(c1)-c1cccc3cccc-2c13,-6.0,-8.49808299142558,-50.599785395837046
sample_819,Clc1cccc(-c2cc(Cl)ccc2Cl)c1,-6.01,-5.390041883087006,-42.751466144774184
sample_820,O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(Cl)cc1,-6.02,-1.8817600362134144,-51.86965193773978
sample_821,CCCCCCCCCCCCCCO,-6.05,-19.865806795550395,31.090572016410565
sample_822,Clc1cc(Cl)c(-c2ccccc2)c(Cl)c1,-6.14,-9.952668161189834,-45.00172151257863
sample_823,c1cc2ccc3cccc4ccc(c1)c2c34,-6.19,-6.554929476411413,-51.56710533829415
sample_824,Nc1cc2c3ccccc3ccc2c2ccccc12,-6.2,6.297504364305271,-65.72444599271692
sample_825,Clc1ccc(-c2cc(Cl)ccc2Cl)cc1,-6.25,-9.363437165445447,-42.53813357683251
sample_826,Clc1ccc(-c2cccc(Cl)c2Cl)cc1,-6.26,-7.161336920103535,-44.26898363430825
sample_827,Clc1cc(Cl)c(-c2ccccc2)cc1Cl,-6.27,-8.995290419466482,-47.25213065629133
sample_828,ClC1=C(Cl)C2(Cl)C3C4CC(C5OC45)C3C1(Cl)C2(Cl)Cl,-6.29,-47.119522832880115,-7.257028872446401
sample_829,Clc1ccc(-c2ccccc2Cl)cc1Cl,-6.29,-6.966912191205299,-45.71457312676964
sample_830,CCOP(=S)(OCC)SC(CCl)N1C(=O)c2ccccc2C1=O,-6.34,-27.933965245595815,1.4512052684822165
sample_831,c1ccc2cc3ccccc3cc2c1,-6.35,-7.966116306287927,-41.686663136862165
sample_832,ClC(Cl)=C(c1ccc(Cl)cc1)c1ccccc1Cl,-6.36,-10.658683743204682,-51.6075093509563
sample_833,Clc1ccc(-c2ccccc2)cc1Cl,-6.39,-1.7782971097899678,-41.2112305161768
sample_834,Clc1ccc(Cl)c(-c2cccc(Cl)c2Cl)c1,-6.47,-11.42937458835706,-50.14934259887007
sample_835,Clc1ccc(C(c2ccccc2Cl)C(Cl)Cl)cc1,-6.51,-7.857479877612767,-42.996707029889606
sample_836,Clc1ccc(-c2ccc(Cl)cc2)cc1,-6.56,-11.113276281184003,-36.77932051553417
sample_837,Clc1ccc(-c2cc(Cl)ccc2Cl)c(Cl)c1,-6.57,-16.34740855329937,-51.29078787363512
sample_838,Cc1c2ccccc2c(C)c2ccccc12,-6.57,-11.911603627200318,-30.787387066959816
sample_839,COP(=S)(OC)Oc1cc(Cl)c(I)cc1Cl,-6.62,-22.538640770017533,-14.70385589325262
sample_840,c1ccc2c(c1)Cc1c-2ccc2ccccc12,-6.68,-0.5659311249316136,-51.43263402764471
sample_841,c1ccc2c(c1)c1ccccc1c1ccccc21,-6.74,-13.5024294440481,-57.002823104060646
sample_842,Clc1ccc(Cl)c(-c2c(Cl)cccc2Cl)c1,-6.8,-16.426521716304936,-48.381041901937266
sample_843,CCc1ccc2cc3ccccc3cc2c1,-6.89,-0.026604965687257363,-38.49027032456127
sample_844,ClC(Cl)=C(c1ccc(Cl)cc1)c1ccc(Cl)cc1,-6.9,-18.490850251384412,-45.50323751534764
sample_845,Cc1ccc2cc3ccccc3cc2c1,-6.96,0.8031776121181304,-40.30505325857581
sample_846,Cc1c2ccccc2c(C)c2c1ccc1ccccc12,-7.02,-2.8122021386729124,-48.39658871589661
sample_847,c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,-7.11,-16.17053782848855,-61.48335164551478
sample_848,Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)Cl)cc1,-7.2,-18.197350829130134,-39.69654385431957
sample_849,Clc1ccccc1-c1cc(Cl)c(Cl)c(Cl)c1Cl,-7.21,-17.81044999287626,-54.400047247406285
sample_850,Clc1ccc(Cl)c(-c2ccc(Cl)c(Cl)c2)c1,-7.25,-14.08587089317371,-45.138477357820534
sample_851,Clc1cccc(-c2cccc(Cl)c2Cl)c1Cl,-7.28,-22.13395535265355,-49.188753378698614
